Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
I,0.485,0.385,small,0.568,0.2505,0.17800000000000002,0.154,7
M,0.565,0.445,medium,0.9255,0.4345,0.212,0.2475,9
F,0.745,0.585,large,,0.8435,0.43700000000000006,0.5855,18
M,0.275,0.205,tiny,0.094,0.0335,0.02,0.0325,5
I,0.65,0.525,large,,0.597,0.3445,0.53,18
I,0.55,0.415,medium,0.7815,0.373,0.16,0.2215,8
F,0.415,0.305,small,0.32,0.1305,0.0755,0.105,8
M,0.635,0.515,large,1.275,0.509,0.28600000000000003,0.34,16
F,0.635,0.505,medium,,0.5770000000000001,0.22699999999999998,0.3825,11
I,0.47,0.355,small,0.39299999999999996,0.16699999999999998,0.0885,0.115,8
F,0.335,0.22,tiny,0.17,0.076,0.0365,0.05,6
I,0.565,0.435,medium,0.782,0.2715,0.168,0.285,14
F,0.6,0.475,small,,0.5885,0.191,0.3175,9
F,0.68,0.55,large,1.807,0.8225,0.3655,0.515,11
M,0.68,0.52,large,1.5430000000000001,0.7525,0.35100000000000003,0.374,11
F,0.665,0.52,medium,1.6885,0.7295,0.40700000000000003,0.4265,11
I,0.245,0.195,tiny,0.095,0.0445,0.0245,0.026000000000000002,4
F,0.69,0.56,large,,0.68,0.299,0.47,17
M,0.32,0.24,tiny,0.18,0.08,0.0385,0.055,6
M,0.52,0.415,large,0.753,0.258,0.171,0.255,8
F,0.44,0.345,tiny,0.4285,0.165,0.083,0.132,11
M,0.625,0.49,small,0.8765,0.456,0.18,0.233,10
I,0.36,0.275,tiny,0.2335,0.095,0.0525,0.085,10
F,0.47,0.36,tiny,0.4965,0.237,0.127,0.13,6
I,0.51,0.405,small,0.769,0.3655,0.1585,0.18,7
F,0.52,0.405,medium,0.8290000000000001,0.3535,0.1685,0.205,15
F,0.64,0.5,medium,1.1635,0.5539999999999999,0.239,0.32,11
M,0.495,0.4,small,,0.2605,0.161,0.19,15
M,0.28,0.2,tiny,0.0915,0.033,0.0215,0.03,5
M,0.355,0.28,tiny,0.2455,0.0955,0.062,0.075,11
I,0.565,0.42,medium,0.743,0.31,0.18600000000000003,0.231,9
M,0.635,0.5,medium,1.273,0.6535,0.213,0.365,12
M,0.61,0.46,medium,1.0,0.494,0.19699999999999998,0.275,10
I,0.57,0.425,small,,0.331,0.14,0.24,10
M,0.71,0.57,large,1.348,0.8985,0.4435,0.4535,11
M,0.575,0.445,medium,0.847,0.415,0.1945,0.22,9
I,0.345,0.285,tiny,0.2225,0.0865,0.057999999999999996,0.075,8
I,0.465,0.36,tiny,0.498,0.214,0.11599999999999999,0.14,15
I,0.575,0.45,large,0.9315,0.358,0.2145,0.26,13
F,0.65,0.5,medium,1.3825,0.7020000000000001,0.304,0.3195,9
F,0.66,0.53,large,1.3259999999999998,0.519,0.2625,0.44,13
F,0.515,0.4,small,0.615,0.2865,0.12300000000000001,0.1765,8
M,0.6,0.48,large,1.229,0.4125,0.2735,0.415,13
F,0.435,0.325,tiny,,0.154,0.094,0.12,7
M,0.57,0.435,medium,0.9055,0.3925,0.2355,0.275,10
M,0.52,0.41,tiny,0.77,0.263,0.157,0.26,11
F,0.7,0.535,large,1.7730000000000001,0.6805,0.48,0.512,15
F,0.61,0.495,medium,1.089,0.469,0.198,0.384,11
M,0.48,0.37,small,0.643,0.349,0.1155,0.135,8
M,0.61,0.45,medium,,0.40700000000000003,0.1835,0.25,10
M,0.58,0.47,medium,1.041,0.54,0.166,0.27899999999999997,9
I,0.41,0.305,tiny,0.2625,0.1,0.0515,0.09,6
M,0.405,0.31,tiny,0.385,0.17300000000000001,0.0915,0.11,7
F,0.51,0.39,small,0.6335,0.231,0.179,0.2,9
M,0.535,0.42,small,0.738,0.355,0.1895,0.1795,8
I,0.625,0.43,large,1.411,0.5720000000000001,0.297,0.395,12
M,0.595,0.45,small,0.838,0.3965,0.19399999999999998,0.217,10
M,0.585,0.465,medium,0.9555,0.4595,0.23600000000000002,0.265,7
I,0.48,0.355,small,0.494,0.2385,0.0835,0.15,9
I,0.36,0.28,tiny,0.19899999999999998,0.0695,0.045,0.08,9
F,0.57,0.465,medium,0.9685,0.446,0.261,0.255,9
M,0.54,0.415,large,0.879,0.33899999999999997,0.20800000000000002,0.255,10
M,0.645,0.5,medium,1.3815,0.672,0.326,0.315,9
M,0.415,0.315,small,0.38799999999999996,0.068,0.09,0.125,12
M,0.625,0.5,small,1.082,0.5785,0.2045,0.25,8
F,0.6,0.48,medium,1.1345,0.4535,0.27,0.335,10
F,0.685,0.54,large,1.7025,0.664,0.3655,0.4735,14
M,0.65,0.505,large,1.274,0.59,0.23,0.391,11
I,0.58,0.42,small,0.701,0.3285,0.102,0.2255,9
F,0.645,0.5,large,1.2785,0.5345,0.2995,0.345,13
I,0.38,0.29,tiny,,0.08800000000000001,0.0465,0.075,7
M,0.72,0.565,large,,1.0815,0.4305,0.503,11
M,0.705,0.55,large,,0.655,0.3255,0.462,11
M,0.635,0.495,medium,1.3635,0.583,0.2985,0.295,10
F,0.57,0.43,medium,,0.3875,0.159,0.2285,9
F,0.675,0.57,large,1.587,0.7390000000000001,0.2995,0.435,10
M,0.575,0.47,large,0.985,0.3745,0.2175,0.355,10
F,0.47,0.36,small,,0.182,0.114,0.15,10
I,0.315,0.23,tiny,0.1375,0.0545,0.031,0.0445,5
M,0.62,0.525,medium,1.085,0.45399999999999996,0.1965,0.35,10
F,0.63,0.51,large,1.235,0.5115,0.349,0.3065,11
I,0.52,0.4,tiny,,0.2935,0.1155,0.16,8
I,0.375,0.28,tiny,,0.0935,0.0925,0.07,7
I,0.495,0.375,tiny,0.507,0.24100000000000002,0.10300000000000001,0.15,8
F,0.6,0.47,large,1.031,0.392,0.2035,0.29,15
I,0.31,0.235,tiny,0.151,0.063,0.0405,0.045,6
M,0.33,0.245,tiny,0.171,0.0655,0.0365,0.055,11
F,0.535,0.46,medium,0.7875,0.3395,0.2005,0.2,8
I,0.375,0.28,tiny,0.2565,0.1165,0.0585,0.0725,12
F,0.655,0.505,large,1.3485,0.5935,0.2745,0.425,12
F,0.635,0.52,medium,1.3405,0.5065,0.29600000000000004,0.41200000000000003,11
I,0.56,0.435,small,0.72,0.32899999999999996,0.10300000000000001,0.251,11
F,0.57,0.435,small,0.8585,0.3905,0.196,0.2295,8
I,0.34,0.245,tiny,0.2015,0.1005,0.038,0.053,6
I,0.435,0.33,tiny,0.413,0.2055,0.096,0.096,6
M,0.325,0.24,tiny,0.17300000000000001,0.0795,0.038,0.05,7
I,0.335,0.26,tiny,0.192,0.0785,0.0585,0.07,8
F,0.695,0.535,large,,0.5465,0.2815,0.465,10
M,0.535,0.435,medium,0.7170000000000001,0.3475,0.1445,0.19399999999999998,9
M,0.48,0.36,tiny,0.439,0.19399999999999998,0.099,0.115,8
F,0.46,0.425,medium,0.746,0.3005,0.152,0.24,8
M,0.395,0.295,tiny,0.316,0.1205,0.0595,0.1105,12
F,0.67,0.52,medium,1.406,0.519,0.348,0.37,13
F,0.47,0.355,tiny,0.4755,0.1675,0.0805,0.185,10
M,0.58,0.45,small,0.9615,0.486,0.1815,0.253,9
M,0.37,0.29,tiny,0.24100000000000002,0.11,0.045,0.069,10
F,0.55,0.44,small,0.8435,0.434,0.1995,0.185,8
I,0.5,0.395,small,0.6215,0.2925,0.1205,0.195,9
M,0.53,0.42,medium,0.8945,0.319,0.239,0.245,11
M,0.625,0.48,large,1.2065,0.5870000000000001,0.29,0.28600000000000003,8
I,0.525,0.4,medium,0.6095,0.248,0.159,0.175,9
F,0.67,0.54,large,1.619,0.74,0.3305,0.465,11
M,0.59,0.46,medium,,0.38,0.24,0.255,10
F,0.605,0.475,medium,,0.4695,0.225,0.27,15
I,0.475,0.365,tiny,0.45899999999999996,0.2175,0.09300000000000001,0.1165,7
I,0.435,0.335,tiny,,0.135,0.0785,0.098,7
I,0.295,0.225,tiny,0.124,0.0485,0.032,0.04,9
F,0.565,0.45,large,1.2365,0.5305,0.2455,0.308,10
F,0.55,0.43,small,,0.368,0.161,0.275,9
I,0.28,0.215,tiny,0.124,0.063,0.0215,0.03,6
F,0.585,0.475,medium,,0.45799999999999996,0.217,0.3,11
F,0.33,0.26,tiny,0.2,0.0625,0.05,0.07,9
M,0.575,0.435,medium,0.805,0.293,0.1625,0.27,17
I,0.37,0.27,tiny,0.1855,0.07,0.0425,0.065,7
I,0.575,0.425,small,0.7965,0.364,0.196,0.239,10
F,0.575,0.45,medium,1.068,0.556,0.214,0.2575,10
F,0.62,0.48,large,,0.46399999999999997,0.2225,0.3,9
M,0.63,0.525,large,1.3135,0.4935,0.2565,0.465,10
M,0.645,0.5,large,1.3375,0.5539999999999999,0.308,0.415,10
M,0.565,0.425,tiny,,0.3055,0.166,0.18,12
M,0.635,0.495,medium,1.081,0.4825,0.242,0.31,11
F,0.37,0.28,tiny,0.2305,0.0945,0.0465,0.075,10
F,0.635,0.515,large,,0.5065,0.305,0.45,10
I,0.435,0.345,small,0.4475,0.221,0.11199999999999999,0.125,7
F,0.625,0.485,small,,0.61,0.2675,0.3605,14
M,0.535,0.42,medium,,0.275,0.16399999999999998,0.225,15
I,0.51,0.4,medium,,0.2865,0.1675,0.235,13
M,0.475,0.36,tiny,0.4285,0.1965,0.099,0.11199999999999999,7
M,0.535,0.405,large,0.8345,0.3175,0.1725,0.29,16
F,0.65,0.5,large,1.4415,0.741,0.2955,0.341,9
F,0.565,0.45,large,1.0095,0.447,0.2375,0.2645,9
M,0.595,0.455,medium,0.9420000000000001,0.43,0.182,0.27699999999999997,11
I,0.39,0.29,tiny,0.2225,0.095,0.0465,0.073,7
I,0.625,0.46,medium,1.2395,0.55,0.273,0.38,14
I,0.475,0.365,small,,0.171,0.11800000000000001,0.158,8
M,0.545,0.435,medium,0.9955,0.3245,0.2665,0.325,19
I,0.495,0.385,small,0.585,0.2755,0.1235,0.165,8
F,0.665,0.535,large,1.496,0.5775,0.2815,0.475,17
I,0.475,0.35,tiny,0.4545,0.2165,0.111,0.115,7
M,0.58,0.45,medium,0.8675,0.3935,0.221,0.215,9
F,0.63,0.495,medium,1.147,0.5455,0.266,0.2885,9
F,0.635,0.5,medium,1.4595,0.705,0.2645,0.39,9
I,0.425,0.325,tiny,0.3975,0.1815,0.081,0.1175,7
M,0.63,0.47,medium,1.1325,0.589,0.21100000000000002,0.287,8
F,0.475,0.375,small,0.501,0.192,0.1175,0.175,13
I,0.51,0.395,small,0.6025,0.281,0.14300000000000002,0.162,7
I,0.335,0.25,tiny,0.16699999999999998,0.0675,0.0325,0.0575,6
F,0.625,0.495,medium,1.234,0.6335,0.192,0.35,13
M,0.63,0.5,large,1.2645,0.5635,0.3065,0.3425,10
I,0.28,0.21,tiny,0.111,0.0425,0.0285,0.03,6
M,0.585,0.45,large,0.7995,0.336,0.1855,0.237,8
F,0.66,0.5,medium,1.3765,0.6485,0.28800000000000003,0.335,12
M,0.4,0.315,tiny,0.287,0.1135,0.037000000000000005,0.113,10
F,0.575,0.48,large,1.1,0.506,0.2485,0.31,10
I,0.415,0.325,tiny,0.3215,0.1535,0.0595,0.105,10
F,0.62,0.47,large,1.115,0.37799999999999995,0.2145,0.36,15
M,0.43,0.335,tiny,0.406,0.166,0.0935,0.135,8
I,0.505,0.395,tiny,0.551,0.248,0.10300000000000001,0.171,8
F,0.575,0.46,medium,,0.5379999999999999,0.221,0.249,9
F,0.64,0.475,large,1.1545,0.4865,0.341,0.28800000000000003,9
I,0.385,0.3,tiny,0.247,0.1225,0.044000000000000004,0.0675,5
F,0.395,0.315,tiny,,0.1185,0.091,0.1195,16
I,0.6,0.445,large,1.057,0.38299999999999995,0.21600000000000003,0.355,16
F,0.38,0.29,tiny,0.257,0.099,0.051,0.085,10
F,0.62,0.52,large,1.1835,0.37799999999999995,0.27,0.395,23
M,0.345,0.27,tiny,0.195,0.078,0.0455,0.059000000000000004,9
F,0.53,0.415,tiny,0.5915,0.233,0.1585,0.18,11
I,0.56,0.44,medium,0.8109999999999999,0.3685,0.17800000000000002,0.235,11
M,0.705,0.56,large,1.9809999999999999,0.8175,0.3085,0.76,14
F,0.615,0.48,medium,1.2525,0.585,0.2595,0.33,8
F,0.6,0.45,small,0.8370000000000001,0.37,0.177,0.2425,10
M,0.605,0.475,medium,1.6159999999999999,0.5495,0.332,0.34,18
I,0.46,0.34,tiny,0.386,0.1805,0.0875,0.0965,8
M,0.61,0.475,large,1.024,0.409,0.261,0.322,9
I,0.5,0.38,medium,0.6675,0.2745,0.156,0.18,12
I,0.33,0.26,tiny,0.19,0.0765,0.0385,0.065,7
I,0.47,0.375,tiny,,0.1665,0.10800000000000001,0.17,10
M,0.51,0.39,small,0.769,0.3935,0.1455,0.19,8
F,0.575,0.445,small,0.941,0.3845,0.252,0.285,9
F,0.65,0.52,large,1.281,0.5985,0.24600000000000002,0.3825,10
I,0.57,0.435,large,0.848,0.4,0.166,0.25,9
F,0.52,0.41,large,0.8705,0.3735,0.21899999999999997,0.25,14
I,0.395,0.305,tiny,,0.1135,0.0595,0.0945,8
M,0.53,0.42,small,,0.294,0.156,0.1825,10
F,0.485,0.365,medium,0.9145,0.4145,0.19899999999999998,0.273,7
F,0.68,0.52,large,,0.615,0.3935,0.406,11
F,0.55,0.41,medium,0.8285,0.3095,0.1905,0.25,13
M,0.515,0.425,medium,0.9365,0.49700000000000005,0.18100000000000002,0.2185,8
M,0.59,0.47,large,1.187,0.5985,0.22699999999999998,0.31,9
F,0.595,0.455,small,0.914,0.3895,0.2225,0.271,9
F,0.545,0.41,small,,0.2945,0.1315,0.205,10
I,0.485,0.375,small,,0.266,0.11199999999999999,0.157,8
F,0.515,0.4,tiny,0.578,0.191,0.1445,0.17,9
M,0.675,0.505,medium,1.5319999999999998,0.74,0.35700000000000004,0.3815,11
M,0.62,0.45,large,0.858,0.4285,0.1525,0.2405,8
M,0.36,0.295,tiny,,0.066,0.0525,0.075,9
M,0.615,0.47,medium,1.0285,0.4435,0.2825,0.285,11
M,0.5,0.42,small,0.62,0.255,0.15,0.205,11
F,0.37,0.285,tiny,0.27,0.1125,0.0585,0.0835,9
I,0.435,0.335,tiny,0.298,0.109,0.057999999999999996,0.115,7
M,0.61,0.475,large,1.0265,0.435,0.2335,0.3035,10
F,0.68,0.52,large,1.541,0.5985,0.395,0.4575,10
M,0.66,0.485,medium,1.2275,0.61,0.27399999999999997,0.3,8
M,0.6,0.475,medium,,0.5045,0.2635,0.335,12
F,0.58,0.45,medium,1.137,0.5585,0.22,0.29,8
I,0.36,0.275,tiny,0.2205,0.0985,0.044000000000000004,0.066,7
F,0.65,0.51,medium,1.189,0.483,0.278,0.3645,13
I,0.44,0.32,tiny,0.3275,0.1495,0.059000000000000004,0.1,8
I,0.32,0.235,tiny,,0.057999999999999996,0.0225,0.05,5
I,0.53,0.42,small,0.6579999999999999,0.29600000000000004,0.1245,0.198,8
I,0.36,0.275,tiny,0.217,0.084,0.0435,0.09,7
F,0.62,0.485,medium,1.166,0.483,0.23800000000000002,0.355,13
F,0.675,0.53,large,1.4985,0.62,0.375,0.425,9
M,0.715,0.565,large,1.9525,0.7645,0.4185,0.4135,10
M,0.515,0.38,small,0.6615,0.2875,0.2095,0.155,10
M,0.445,0.345,small,0.47600000000000003,0.2055,0.1015,0.1085,15
F,0.605,0.475,large,1.0759999999999998,0.46299999999999997,0.2195,0.335,9
I,0.29,0.21,tiny,0.1045,0.0415,0.022000000000000002,0.035,5
M,0.675,0.515,medium,1.265,0.6025,0.299,0.325,10
F,0.645,0.515,medium,1.212,0.515,0.2055,0.385,10
M,0.59,0.475,medium,,0.35600000000000004,0.174,0.28,13
I,0.5,0.365,small,,0.22899999999999998,0.10300000000000001,0.1645,9
I,0.43,0.325,tiny,0.425,0.217,0.087,0.095,7
F,0.705,0.56,large,1.4575,0.607,0.318,0.44,11
I,0.23,0.18,tiny,0.064,0.0215,0.0135,0.02,5
F,0.61,0.475,small,1.133,0.5275,0.2355,0.35,11
I,0.475,0.385,tiny,0.5735,0.311,0.1025,0.136,7
F,0.645,0.49,medium,1.1665,0.4935,0.3155,0.299,9
F,0.415,0.34,small,0.3675,0.146,0.0885,0.12,10
F,0.64,0.49,large,1.36,0.653,0.34700000000000003,0.305,9
I,0.4,0.315,tiny,0.33,0.151,0.068,0.08,6
F,0.54,0.415,large,,0.275,0.24100000000000002,0.275,14
M,0.555,0.425,medium,0.873,0.4625,0.1845,0.1965,9
F,0.43,0.34,tiny,0.382,0.154,0.0955,0.109,8
I,0.375,0.29,tiny,0.2875,0.12300000000000001,0.0605,0.08,6
F,0.475,0.35,tiny,0.48700000000000004,0.19399999999999998,0.1455,0.125,13
F,0.645,0.49,medium,,0.5015,0.289,0.319,8
F,0.52,0.415,medium,0.8045,0.3325,0.1725,0.285,10
M,0.625,0.495,large,1.254,0.5815,0.28600000000000003,0.3185,9
I,0.465,0.355,tiny,0.442,0.2085,0.0975,0.1185,7
F,0.59,0.455,medium,1.0659999999999998,0.382,0.2275,0.415,20
F,0.58,0.45,medium,0.92,0.39299999999999996,0.212,0.2895,9
I,0.495,0.4,tiny,0.602,0.2505,0.1265,0.19,8
F,0.57,0.44,small,0.8029999999999999,0.382,0.1525,0.23399999999999999,9
M,0.45,0.35,small,0.4655,0.2075,0.1045,0.135,8
I,0.48,0.36,small,,0.2795,0.1025,0.147,7
M,0.615,0.47,large,1.242,0.5675,0.287,0.317,11
M,0.615,0.47,medium,1.2,0.5085,0.32,0.292,8
I,0.475,0.355,small,0.4865,0.2155,0.1105,0.142,9
M,0.49,0.385,small,0.649,0.32,0.124,0.1695,8
F,0.66,0.525,medium,1.2770000000000001,0.4975,0.319,0.39399999999999996,13
I,0.33,0.25,tiny,0.2085,0.102,0.0395,0.052000000000000005,7
M,0.65,0.51,large,,0.6485,0.2705,0.45,12
M,0.455,0.35,tiny,,0.2,0.111,0.1305,8
M,0.545,0.41,medium,0.873,0.3035,0.196,0.31,18
I,0.51,0.4,small,0.5575,0.2615,0.1195,0.1525,9
M,0.675,0.52,medium,1.3645,0.557,0.3405,0.385,11
I,0.56,0.44,large,0.9445,0.3545,0.2175,0.3,12
M,0.525,0.41,small,,0.3435,0.1495,0.1765,9
I,0.295,0.22,tiny,0.126,0.0515,0.0275,0.035,6
F,0.56,0.425,small,0.932,0.361,0.213,0.335,9
M,0.47,0.365,small,,0.2395,0.1525,0.145,10
F,0.675,0.555,large,1.925,0.713,0.358,0.4535,13
M,0.56,0.46,large,,0.3325,0.157,0.305,12
I,0.455,0.335,tiny,0.42200000000000004,0.22899999999999998,0.0865,0.1,6
F,0.54,0.475,medium,1.217,0.5305,0.3075,0.34,16
M,0.53,0.4,small,0.7575,0.39799999999999996,0.151,0.175,8
I,0.51,0.395,tiny,,0.23399999999999999,0.127,0.165,8
M,0.735,0.59,large,1.7469999999999999,0.7275,0.40299999999999997,0.557,11
M,0.475,0.355,small,0.4625,0.18600000000000003,0.107,0.145,9
M,0.75,0.55,large,1.893,0.9420000000000001,0.397,0.445,11
F,0.565,0.45,medium,0.887,0.37,0.239,0.249,11
M,0.725,0.57,large,2.55,1.0705,0.483,0.725,14
I,0.405,0.3,small,,0.1265,0.07,0.11,7
M,0.59,0.5,medium,1.1420000000000001,0.485,0.265,0.345,9
M,0.605,0.47,medium,1.1735,0.4975,0.2405,0.345,12
F,0.585,0.445,small,0.9129999999999999,0.4305,0.2205,0.253,10
F,0.575,0.46,large,0.9940000000000001,0.392,0.2425,0.34,13
M,0.58,0.44,medium,0.8295,0.3365,0.2005,0.2485,9
M,0.61,0.5,large,1.642,0.532,0.3345,0.69,18
I,0.425,0.34,tiny,0.371,0.15,0.0865,0.115,8
F,0.505,0.41,small,0.657,0.29100000000000004,0.133,0.195,15
M,0.645,0.5,large,1.5595,0.741,0.3715,0.3845,14
F,0.585,0.42,medium,1.034,0.43700000000000006,0.2225,0.32,11
F,0.52,0.41,small,0.6985,0.2945,0.1625,0.215,10
I,0.44,0.33,tiny,0.38,0.19699999999999998,0.079,0.09,7
F,0.56,0.435,medium,0.8715,0.4755,0.1835,0.1835,9
M,0.68,0.53,large,1.5290000000000001,0.7635,0.3115,0.4025,11
F,0.725,0.575,large,2.124,0.765,0.4515,0.85,20
M,0.44,0.35,small,0.451,0.171,0.0705,0.184,16
F,0.55,0.435,large,0.884,0.2875,0.1645,0.28,14
F,0.67,0.51,medium,1.278,0.5605,0.3045,0.358,11
M,0.36,0.27,tiny,,0.083,0.053,0.075,6
F,0.58,0.46,large,1.0170000000000001,0.3515,0.2,0.32,10
I,0.575,0.45,medium,0.872,0.4675,0.18,0.217,9
F,0.675,0.55,large,1.6885,0.562,0.3705,0.6,15
I,0.525,0.41,large,0.8740000000000001,0.3585,0.207,0.205,18
M,0.56,0.455,medium,0.797,0.34,0.19,0.2425,11
M,0.66,0.505,large,1.4385,0.6775,0.285,0.17800000000000002,11
M,0.625,0.5,large,1.2425,0.5995,0.248,0.335,10
I,0.395,0.3,tiny,0.2855,0.1385,0.0625,0.077,5
M,0.55,0.435,medium,0.9059999999999999,0.342,0.21899999999999997,0.295,13
F,0.605,0.475,large,1.382,0.609,0.2325,0.3985,10
I,0.38,0.27,tiny,0.2105,0.0865,0.042,0.07,8
M,0.51,0.41,medium,1.2825,0.569,0.29100000000000004,0.3795,9
I,0.405,0.3,tiny,0.3035,0.15,0.0505,0.08800000000000001,7
F,0.585,0.42,medium,0.9845,0.442,0.2155,0.2875,13
M,0.565,0.45,medium,0.895,0.415,0.195,0.24600000000000002,9
F,0.595,0.45,medium,1.081,0.49,0.2525,0.27899999999999997,12
I,0.5,0.36,small,0.439,0.1875,0.1055,0.1305,8
F,0.645,0.505,medium,1.318,0.55,0.3015,0.335,11
F,0.615,0.5,large,1.3769999999999998,0.5585,0.33,0.292,12
M,0.465,0.375,tiny,0.5,0.21,0.113,0.1505,8
F,0.625,0.485,large,1.3745,0.7335,0.2715,0.332,9
I,0.33,0.25,tiny,0.1405,0.055999999999999994,0.035,0.05,5
I,0.51,0.405,small,0.599,0.3065,0.1155,0.1485,8
F,0.64,0.495,large,,0.49,0.377,0.2875,11
F,0.525,0.4,small,0.6995,0.3115,0.131,0.223,9
I,0.53,0.43,medium,0.7245,0.321,0.1275,0.24,9
I,0.42,0.32,tiny,0.3625,0.174,0.0635,0.105,7
M,0.52,0.385,medium,0.7909999999999999,0.375,0.18,0.1815,10
I,0.2,0.145,tiny,0.036000000000000004,0.0125,0.008,0.011000000000000001,4
M,0.695,0.515,large,1.5165,0.578,0.4105,0.39,15
I,0.42,0.31,tiny,0.2805,0.1125,0.0615,0.0925,8
I,0.46,0.345,small,0.4155,0.198,0.0885,0.107,7
I,0.56,0.425,medium,0.688,0.3095,0.1305,0.2165,9
I,0.51,0.375,tiny,0.5785,0.23800000000000002,0.1225,0.175,7
I,0.615,0.46,large,,0.4335,0.226,0.33,13
F,0.62,0.47,small,,0.3605,0.22399999999999998,0.36,15
M,0.605,0.49,large,1.167,0.457,0.29,0.3745,9
I,0.27,0.2,tiny,0.1,0.034,0.0245,0.035,5
F,0.71,0.575,large,,0.6465,0.3705,0.52,15
F,0.59,0.47,large,0.9,0.355,0.1905,0.25,11
M,0.615,0.48,large,1.1595,0.4845,0.2165,0.325,13
F,0.72,0.595,large,1.969,0.8045,0.423,0.66,16
I,0.49,0.38,small,0.529,0.2165,0.139,0.155,11
F,0.63,0.485,large,1.3205,0.5945,0.345,0.345,9
M,0.285,0.215,tiny,0.106,0.0415,0.023,0.035,5
I,0.38,0.285,tiny,0.243,0.0895,0.0665,0.075,7
F,0.58,0.45,medium,,0.385,0.24600000000000002,0.265,9
M,0.625,0.475,large,1.3405,0.6559999999999999,0.28300000000000003,0.337,10
M,0.645,0.5,large,1.4609999999999999,0.5985,0.2425,0.439,11
M,0.555,0.435,medium,0.9685,0.4985,0.168,0.2385,9
F,0.625,0.515,medium,1.1635,0.4875,0.259,0.355,11
F,0.51,0.375,tiny,0.5805,0.2865,0.11800000000000001,0.14800000000000002,7
M,0.575,0.45,medium,0.8859999999999999,0.3605,0.21100000000000002,0.2575,9
F,0.5,0.385,tiny,0.498,0.1795,0.1095,0.17,17
M,0.6,0.475,large,1.0875,0.40299999999999997,0.2655,0.325,14
F,0.485,0.4,medium,0.731,0.23600000000000002,0.183,0.255,11
F,0.625,0.49,medium,1.127,0.47700000000000004,0.2365,0.3185,9
F,0.72,0.58,large,2.103,1.0265,0.48,0.5375,10
I,0.415,0.33,tiny,0.3595,0.17,0.081,0.09,6
I,0.53,0.41,medium,0.612,0.2435,0.1525,0.1895,11
F,0.52,0.425,medium,0.7,0.207,0.1905,0.24,13
M,0.595,0.475,medium,1.3175,0.408,0.23399999999999999,0.58,21
M,0.73,0.595,large,2.8255,1.1465,0.419,0.897,17
I,0.355,0.26,tiny,0.1985,0.0715,0.0495,0.057999999999999996,7
F,0.48,0.39,small,,0.21899999999999997,0.155,0.2,12
M,0.625,0.465,small,1.195,0.4825,0.205,0.4,13
M,0.375,0.285,tiny,0.253,0.096,0.0575,0.0925,9
F,0.61,0.47,medium,1.0745,0.4925,0.23600000000000002,0.29,8
F,0.465,0.38,small,0.579,0.20800000000000002,0.1095,0.22,14
F,0.49,0.385,medium,0.7865,0.24100000000000002,0.14,0.24,23
I,0.355,0.27,tiny,0.271,0.1425,0.0525,0.0735,9
M,0.665,0.515,medium,1.3855,0.621,0.302,0.3445,8
M,0.465,0.355,tiny,,0.22699999999999998,0.124,0.125,8
F,0.525,0.41,small,,0.293,0.1525,0.235,11
F,0.655,0.49,medium,1.204,0.5455,0.2615,0.3225,9
I,0.4,0.315,tiny,0.2675,0.11599999999999999,0.0585,0.0765,6
I,0.525,0.4,small,0.6455,0.325,0.1245,0.17,8
I,0.445,0.335,tiny,,0.2745,0.086,0.1105,7
I,0.475,0.355,tiny,,0.2535,0.091,0.14,8
I,0.355,0.285,tiny,0.2275,0.0955,0.0475,0.0715,6
I,0.45,0.335,tiny,0.4195,0.18100000000000002,0.085,0.1345,7
I,0.56,0.445,medium,,0.3685,0.187,0.23600000000000002,10
M,0.65,0.515,large,1.3315,0.5665,0.34700000000000003,0.405,13
M,0.625,0.495,large,1.3835,0.7105,0.3005,0.345,11
M,0.515,0.4,small,0.955,0.341,0.2535,0.26,13
I,0.455,0.345,tiny,0.4005,0.16399999999999998,0.0755,0.126,8
I,0.4,0.31,tiny,0.306,0.13,0.06,0.094,6
I,0.485,0.345,medium,0.8690000000000001,0.3085,0.185,0.319,9
F,0.61,0.465,medium,1.0725,0.4835,0.2515,0.28,10
M,0.53,0.435,small,0.7365,0.3275,0.1315,0.22,12
F,0.61,0.43,small,0.909,0.43799999999999994,0.2,0.22,8
I,0.44,0.34,small,0.43799999999999994,0.2115,0.083,0.12,9
M,0.47,0.35,tiny,0.4775,0.1885,0.0885,0.175,8
M,0.595,0.435,medium,,0.4255,0.22399999999999998,0.31,9
I,0.57,0.445,medium,0.7405,0.306,0.172,0.1825,12
I,0.455,0.36,tiny,0.457,0.2085,0.0855,0.147,10
F,0.705,0.555,large,1.4685,0.4715,0.3235,0.52,19
F,0.62,0.51,large,1.2705,0.5415,0.32299999999999995,0.3225,9
I,0.295,0.215,tiny,0.128,0.049,0.034,0.04,6
I,0.4,0.31,tiny,0.127,0.106,0.071,0.085,7
M,0.205,0.155,tiny,0.0425,0.017,0.0055,0.0155,7
M,0.57,0.46,large,0.9035,0.4075,0.1935,0.214,7
I,0.52,0.4,small,0.622,0.278,0.1455,0.16899999999999998,8
I,0.52,0.38,small,0.5345,0.2375,0.122,0.1535,8
M,0.67,0.525,large,,0.6205,0.297,0.657,11
F,0.44,0.33,tiny,0.4005,0.14300000000000002,0.113,0.12,8
